page_id,page_title,view_count,protection_level,protection_expiry,page_length,page_id_scrapped,number_page_watchers,number_page_watchers_recent_edits,number_of_redirects,page_views_past_30days,total_edits,recent_number_of_edits,number_distinct_authors,number_categories
7219373,Michael Proctor,28166,unprotected,,409,44884946,25,14,2,15,7,0,0,7
9393332,TRCC,3342,unprotected,,168,9393332,25,14,0,1,7,0,0,7
11004347,Glenora,6188,unprotected,,690,11004347,25,14,1,17,7,0,0,7
13840525,Kintetsu Katsuragi Ropeway Line,3379,unprotected,,34,13840529,25,14,0,1,7,0,0,7
14221173,Centralia High School,2346,unprotected,,220,14221173,25,14,1,3,7,0,0,7
17177869,Kohei Tanaka,8160,unprotected,,164,17177869,25,14,4,16,7,0,0,7
18236294,Blake House,2793,unprotected,,1801,18236294,25,14,0,10,7,0,0,7
25974626,California Thoroughbred Breeders Association,4445,unprotected,,926,25974626,25,14,1,4,7,0,0,7
33142437,Martorell (disambiguation),2159,unprotected,,315,33142437,25,14,0,5,7,0,0,7
33306875,Thomas Gurney,3172,unprotected,,261,33306875,25,14,2,14,7,0,0,7
33985209,John Bent,2582,unprotected,,272,33985209,25,14,2,9,7,0,0,7
35275653,Emamzadeh Mohammad,1306,unprotected,,216,35275653,25,14,0,0,7,0,0,7
37031839,Correspondence with Enemies Act 1793,3638,unprotected,,2781,37031839,25,14,0,5,7,0,0,7
38026657,Donji Lukavac,1011,unprotected,,129,38026657,25,14,0,2,7,0,0,7
41717326,Zanguiyeh,1156,unprotected,,405,41717326,25,14,5,1,7,0,0,7
42535792,Monya,4938,unprotected,,289,42535792,25,14,1,16,7,0,0,7
43191277,Redondo Peninsula,12580,unprotected,,3718,43191277,25,14,1,62,7,0,0,7
49134234,Homi Bhabha,41526,unprotected,,266,49134234,25,14,3,590,7,0,0,7
49332075,Hassan Hamdan,2201,unprotected,,212,49332075,25,14,0,15,7,0,0,7
8323417,Thomas Hazlehurst,1509,unprotected,,412,8323417,25,14,1,1,8,0,0,7
42372485,John Wayland,6197,unprotected,,1642,42372485,25,14,2,28,8,0,0,7
48613625,Rao Rura Singh,2585,unprotected,,28,48613625,25,14,0,1,8,0,0,7
49542052,Denny Despert,3728,unprotected,,1790,49542052,25,14,0,3,8,0,0,7
1626871,How to Be Alone,20668,unprotected,,657,50796736,25,14,3,24,8,0,0,7
3894205,Cules,17549,unprotected,,127,3894205,25,14,0,57,8,0,0,7
9238154,Bruce Holloway,1604,unprotected,,269,9238154,25,14,0,4,8,0,0,7
10959349,Alabam,11476,unprotected,,238,10959349,25,14,1,118,8,0,0,7
14498451,For the Fans,2133,unprotected,,312,14498451,25,14,4,47,8,0,0,7
14616530,Cherry Grove Township,1565,unprotected,,370,14616530,25,14,0,0,8,0,0,7
17634430,WVNN,2144,unprotected,,223,17634430,25,14,1,3,8,0,0,7
19228436,D34,6295,unprotected,,780,19228436,25,14,4,51,8,0,0,7
22820661,Alfort,4518,unprotected,,537,22820661,25,14,1,16,8,0,0,7
25281591,"St. Johns, Niagara Regional Municipality, Ontario",4244,unprotected,,32,25281591,25,14,0,7,8,0,0,7
26846186,Drillia dolorosa,1079,unprotected,,34,26846186,25,14,0,0,8,0,0,7
28954606,Gran Paradiso (disambiguation),1216,unprotected,,435,28954606,25,14,0,1,8,0,0,7
30078090,Spliced,6596,unprotected,,233,30078090,25,14,1,26,8,0,0,7
30318916,1956 Emperor's Cup,7683,unprotected,,1470,30318916,25,14,0,7,8,0,0,7
31892218,ADFC,11294,unprotected,,181,31892218,25,14,1,29,8,0,0,7
33226559,Kim Dae-jin,2578,unprotected,,159,33226559,25,14,4,1,8,0,0,7
34557660,Patrick Welsh,3896,unprotected,,351,34557660,25,14,1,8,8,0,0,7
37612409,Dylan Holmes,2761,unprotected,,226,37612409,25,14,1,6,8,0,0,7
37804716,Noel Reynolds,1575,unprotected,,186,37804716,25,14,1,0,8,0,0,7
43178901,Vos (Danish band),8962,unprotected,,1120,43178901,25,14,0,42,8,0,0,7
43425242,For a Democratic and Prosperous Moldova,6242,unprotected,,1453,43425242,25,14,0,63,8,0,0,7
47000890,Barbara Hines (disambiguation),1239,unprotected,,261,47000890,25,14,0,5,8,0,0,7
49313850,The X-Files Season 10,254404,unprotected,,314,49313850,25,14,3,27,8,0,0,7
46402593,Billy McKay,28003,autoconfirmed, infinity,41,46402593,25,14,0,92,8,0,0,7
9172952,Battle of Najaf,4614,unprotected,,369,9172952,25,14,2,9,9,0,0,7
13080221,Penitentiary Act,26461,unprotected,,2403,13080221,25,14,0,86,9,0,0,7
39548104,Bert Nelson,2864,unprotected,,540,39548104,25,14,3,12,9,0,0,7
49658958,Postal codes in American Samoa,22822,unprotected,,36,49658958,25,14,0,18,9,0,0,7
10258812,Lucha,25028,unprotected,,453,10258812,25,14,1,194,9,0,0,7
28941528,International rankings of Madagascar,6654,unprotected,,1027,28941528,25,14,0,11,9,0,0,7
34290268,Kargah,2475,unprotected,,313,34290268,25,14,1,4,9,0,0,7
36967327,Jack Gargan,2818,unprotected,,295,36967327,25,14,2,5,9,0,0,7
40339367,Wehlen,3355,unprotected,,269,40339367,25,14,1,7,9,0,0,7
42493763,Ministry of Jean-Joseph Dessolles,8041,unprotected,,4105,42493763,25,14,0,24,9,0,0,7
47380372,Robert Ellsworth Elliott,5002,unprotected,,4501,47380372,25,14,0,11,9,0,0,7
48640671,Triple Tree,17835,unprotected,,601,48640671,25,14,0,171,9,0,0,7
34637755,George Cope,4096,unprotected,,347,34637755,25,14,1,5,10,0,0,7
43426284,El cuarto mandamiento,13245,unprotected,,1472,43426284,25,14,0,43,10,0,0,7
43804708,Belle vie,5304,unprotected,,714,43804708,25,14,2,16,10,0,0,7
47546694,Kevin Swanson,16745,unprotected,,443,47546694,25,14,1,20,10,0,0,7
1057152,Ciuc,4892,unprotected,,294,1057152,25,14,1,34,10,0,0,7
2941243,Mizzah,6473,unprotected,,360,2941243,25,14,0,66,10,0,0,7
3276208,Pomponius Graecinus,1451,unprotected,,39,3276208,25,14,0,5,10,0,0,7
3691109,Communist Workers Organisation,2591,unprotected,,288,3691109,25,14,1,0,10,0,0,7
12846045,HRN,9636,unprotected,,352,12846045,25,14,1,30,10,0,0,7
14787459,National Museum of Ethnology,2303,unprotected,,204,14787459,25,14,3,1,10,0,0,7
15830936,Charles Whittlesey,5868,unprotected,,412,15830936,25,14,2,15,10,0,0,7
18830234,Gao Min,2943,unprotected,,181,18830234,25,14,2,43,10,0,0,7
19956891,Wojciechowo,2034,unprotected,,753,19956891,25,14,1,4,10,0,0,7
23762586,Unisys OS 2200 communications,6512,unprotected,,4393,23762586,25,14,1,10,10,0,0,7
24385055,Mandoli,14863,unprotected,,414,55694521,25,14,1,31,10,0,0,7
32292908,XHRIG-TV,2040,unprotected,,22,32292908,25,14,0,0,10,0,0,7
35678139,The Black Pearl (Madlen Namro),5832,unprotected,,1490,35678139,25,14,0,10,10,0,0,7
36422750,Zagorac,3741,unprotected,,175,36422750,25,14,1,1,10,0,0,7
40410465,David Bednar,12524,unprotected,,312,40410465,25,14,3,30,10,0,0,7
42084707,Gagaga,11029,unprotected,,2991,42084707,25,14,3,21,10,0,0,7
42235208,Madras Symphony,4839,unprotected,,1816,42235208,25,14,0,19,10,0,0,7
44250125,Dolu,10927,unprotected,,456,44250125,25,14,1,17,10,0,0,7
47190349,National Bulk Carriers,17522,unprotected,,2517,47190349,25,14,1,114,10,0,0,7
18848707,Jonathan Chase,9066,unprotected,,300,18848707,25,14,4,13,11,0,0,7
34799742,Georg Lous,3095,unprotected,,4020,34799742,25,14,1,5,11,0,0,7
36001244,VPS26B,4025,unprotected,,1155,36001244,25,14,1,8,11,0,0,7
2185166,Uniformization,10702,unprotected,,366,2185166,25,14,2,62,11,0,0,7
2266909,Nancy Wilkinson,9925,unprotected,,1473,2266909,25,14,0,141,11,0,0,7
3840064,Viking Ship Museum,9388,unprotected,,411,3840064,25,14,2,6,11,0,0,7
7624343,Hilbert algebra,6237,unprotected,,212,7624343,25,14,1,24,11,0,0,7
8157755,Washington County High School,2250,unprotected,,440,8157755,25,14,2,1,11,0,0,7
14524411,Western Mostyn Colliery Company,5345,unprotected,,708,14524411,25,14,0,11,11,0,0,7
15858700,Vincelles,2185,unprotected,,331,15858700,25,14,1,1,11,0,0,7
17271730,Targum Press,13380,unprotected,,79,68140648,25,14,0,22,11,0,0,7
18948533,School Daze (disambiguation),6370,unprotected,,653,18948533,25,14,0,41,11,0,0,7
22339767,Nacht,21788,unprotected,,906,22339767,25,14,2,169,11,0,0,7
23959452,Ballet East Dance Company,11485,unprotected,,2629,23959452,25,14,0,4,11,0,0,7
30992943,PRINS (gene),6946,unprotected,,1653,30992943,25,14,0,4,11,0,0,7
32047885,"The Life of Jane Dormer, Duchess of Feria",6912,unprotected,,641,32047885,25,14,0,15,11,0,0,7
32130776,Bruce Hyde,5227,unprotected,,196,32130776,25,14,2,28,11,0,0,7
32711048,Alexei Romanenko,6213,unprotected,,2822,32711048,25,14,0,19,11,0,0,7
33842970,Alexander Campbell Hope,4168,unprotected,,2259,33842970,25,14,0,9,11,0,0,7
34940147,"Malad County, Utah Territory",6068,unprotected,,2113,34940147,25,14,0,30,11,0,0,7
36871537,1997 Pilot Pen International,6329,unprotected,,2207,36871537,25,14,0,26,11,0,0,7
41329079,Coat of arms of the London Borough of Ealing,9564,unprotected,,2238,41329079,25,14,0,58,11,0,0,7
43070566,Theophilus Lowe,5700,unprotected,,1259,43070566,25,14,0,8,11,0,0,7
47857533,Linda Gray (disambiguation),6077,unprotected,,391,47857533,25,14,0,69,11,0,0,7
1719982,Cannanore (disambiguation),8966,unprotected,,492,1719982,25,14,0,36,12,0,0,7
2550681,Bass Rock (disambiguation),2431,unprotected,,627,2550681,25,14,0,8,12,0,0,7
26722457,Sarria (disambiguation),2083,unprotected,,612,26722457,25,14,2,6,12,0,0,7
35435895,Mahmudiyeh,1177,unprotected,,417,35435895,25,14,1,1,12,0,0,7
37312959,Athletics at the 2004 Summer Paralympics – Men's 100 metres T52–54,3418,unprotected,,15444,37312959,25,14,9,7,12,0,0,7
43633955,Randomness merger,9602,unprotected,,6351,43633955,25,14,0,25,12,0,0,7
1473068,Nopaltepec,2183,unprotected,,164,1473068,25,14,2,1,12,0,0,7
1728157,AOTC,17088,unprotected,,461,1728157,25,14,0,139,12,0,0,7
4039168,Intercostal,12856,unprotected,,198,4039168,25,14,2,47,12,0,0,7
4325171,Batka,8696,unprotected,,306,4325171,25,14,0,99,12,0,0,7
8277189,Writing Sampler,11583,unprotected,,1649,8277189,25,14,0,23,12,0,0,7
12835521,Cryptogram (disambiguation),7955,unprotected,,536,12835521,25,14,0,33,12,0,0,7
13195627,Andrew Croft (disambiguation),2363,unprotected,,363,13195627,25,14,1,4,12,0,0,7
14544667,Trehalose O-mycolyltransferase,6421,unprotected,,1711,14544667,25,14,2,10,12,0,0,7
22813979,Steelhead (disambiguation),28225,unprotected,,638,22813979,25,14,0,37,12,0,0,7
28989829,Toother,6666,unprotected,,2934,28989829,25,14,0,19,12,0,0,7
35294146,Texas Women (TV series),10524,unprotected,,47,35294146,25,14,0,13,12,0,0,7
36383828,List of protected heritage sites in Gembloux,4151,unprotected,,11979,36383828,25,14,0,12,12,0,0,7
38052001,Bawina,5759,unprotected,,836,38052001,25,14,0,12,12,0,0,7
38390083,Jacques Simon,55687,unprotected,,259,38390083,25,14,2,88,12,0,0,7
40292826,3rd Lambda Literary Awards,7807,unprotected,,6570,40292826,25,14,0,38,12,0,0,7
43178056,Ilion Formation,2564,unprotected,,1340,43178056,25,14,0,1,12,0,0,7
48346169,Saint Louis (1752 ship),4123,unprotected,,5258,48346169,25,14,1,17,12,0,0,7
50229733,Line of thrust,29581,unprotected,,2032,50229733,25,14,0,220,12,0,0,7
4132715,Pingnan,4295,unprotected,,771,4132715,25,14,2,29,13,0,0,7
26458474,Percy Elland,6416,unprotected,,963,26458474,25,14,0,7,13,0,0,7
43312337,Rock Symphonies (David Garrett album),20213,unprotected,,44,43312337,25,14,0,83,13,0,0,7
44362225,2007 European Athletics U23 Championships – Women's javelin throw,5188,unprotected,,7505,44362225,25,14,1,7,13,0,0,7
1296637,Zone 3,30575,unprotected,,490,1296637,25,14,1,51,13,0,0,7
5162962,Edward Orton,1552,unprotected,,215,5162962,25,14,1,1,13,0,0,7
6209950,Distributed intelligence,11801,unprotected,,205,6209950,25,14,1,57,13,0,0,7
14660622,Hydroxyanthraquinone glucosyltransferase,4177,unprotected,,1633,14660622,25,14,2,8,13,0,0,7
17280318,Index to Fantasy and Science Fiction in Munsey Publications,2985,unprotected,,2191,17280318,25,14,0,8,13,0,0,7
20816672,James Putnam (politician),5403,unprotected,,1215,20816672,25,14,0,7,13,0,0,7
22280995,Fort Hill Historic District,1452,unprotected,,436,22280995,25,14,1,0,13,0,0,7
24959612,John Garvey,4307,unprotected,,480,24959612,25,14,2,18,13,0,0,7
26175265,United Nations Security Council Resolution 700,7248,unprotected,,2529,26175265,25,14,0,26,13,0,0,7
31162784,Men's Low-Kick at WAKO World Championships 2007 Belgrade -86 kg,4622,unprotected,,5843,31162784,25,14,0,9,13,0,0,7
33854539,Radiographic supporting bone index,5283,unprotected,,1486,33854539,25,14,1,7,13,0,0,7
36961605,List of bridges in Hubei,5292,unprotected,,1884,36961605,25,14,0,13,13,0,0,7
38142544,Angiolo Mario Crivelli,3178,unprotected,,1121,38142544,25,14,3,6,13,0,0,7
5994190,Fenice,15189,unprotected,,294,5994190,25,14,1,69,14,0,0,7
10892441,SBMA,11476,unprotected,,125,10892441,25,14,1,24,14,0,0,7
32465994,2004–05 Asia League Ice Hockey season,5045,unprotected,,2312,32465994,25,14,1,17,14,0,0,7
525416,Void (cards),19340,unprotected,,960,525416,25,14,0,56,14,0,0,7
1438244,Taurus Orion,6226,unprotected,,531,1438244,25,14,0,5,14,0,0,7
1810988,National War Memorial,7933,unprotected,,443,1810988,25,14,1,18,14,0,0,7
6728128,Homespun,20983,unprotected,,1223,52377967,25,14,1,99,14,0,0,7
12870054,Antigua and Barbuda at the 2007 World Championships in Athletics,4382,unprotected,,1072,12870054,25,14,0,4,14,0,0,7
36765243,Steere Bodacious,5277,unprotected,,4607,36765243,25,14,0,22,14,0,0,7
36972554,Sin and Sorrow Are Common to All,4726,unprotected,,3621,36972554,25,14,0,5,14,0,0,7
37907291,Last Rites (disambiguation),15461,unprotected,,1218,37907291,25,14,1,148,14,0,0,7
39621425,MREAM,3611,unprotected,,2932,39621425,25,14,0,9,14,0,0,7
44106619,Better Than Me,5114,unprotected,,338,44106619,25,14,4,35,14,0,0,7
11020357,List of Japanese World War II explosives,18171,unprotected,,3765,11020357,25,14,0,121,15,0,0,7
13237793,Valea Rorii River (Bazna),2412,unprotected,,36,13237793,25,14,0,1,15,0,0,7
14469068,The Afternoon Shift,4835,unprotected,,982,14469068,25,14,0,13,15,0,0,7
18935572,Unravelling,7134,unprotected,,1117,18935572,25,14,7,42,15,0,0,7
24123225,Stewiacke Valley,5476,unprotected,,1459,24123225,25,14,0,24,15,0,0,7
26077317,7.65mm Roth–Sauer,49386,unprotected,,2373,26077317,25,14,3,482,15,0,0,7
38483220,23S rRNA (uridine2552-2'-O)-methyltransferase,4307,unprotected,,2557,38483220,25,14,7,5,15,0,0,7
2587574,Chunqiu,15768,unprotected,,745,2587574,25,14,12,120,15,0,0,7
7959206,Espagne,49321,unprotected,,534,7959206,25,14,3,343,15,0,0,7
9727775,Cuban heel,77284,unprotected,,213,9727775,25,14,1,520,15,0,0,7
10388919,Newcastle City Mission,3565,unprotected,,53,10388919,25,14,0,1,15,0,0,7
12487385,Izvorul Negru River (Rebra),3598,unprotected,,27,12487385,25,14,0,0,15,0,0,7
14773552,Tailor Made,14509,unprotected,,609,14773552,25,14,1,43,15,0,0,7
14825697,Dan Imperato,2594,unprotected,,70,14825697,25,14,0,0,15,0,0,7
21226961,"Sylvester ""Porky"" Brockway",26683,unprotected,,1449,21226961,25,14,1,164,15,0,0,7
22269627,Pieri's formula,15032,unprotected,,1847,22269627,25,14,1,124,15,0,0,7
23031315,"National Register of Historic Places listings in Potter County, South Dakota",4005,unprotected,,4282,23031315,25,14,1,16,15,0,0,7
24763133,EUT,40417,unprotected,,398,24763133,25,14,0,98,15,0,0,7
25536281,Vice President of Armenia,6749,unprotected,,1556,25536281,25,14,0,43,15,0,0,7
37142785,John Brazell,6205,unprotected,,4214,37142785,25,14,1,14,15,0,0,7
38875982,1909 Toronto Argonauts season,5211,unprotected,,3839,38875982,25,14,0,6,15,0,0,7
40361314,Arwa bint Abdul Muttalib,23849,unprotected,,2633,40361314,25,14,0,507,15,0,0,7
42051274,School Certificate (Mauritius),38673,unprotected,,1910,42051274,25,14,2,778,15,0,0,7
42085009,Winnipeg Maple Leafs,15781,unprotected,,2824,42085009,25,14,0,63,15,0,0,7
42446962,F. R. Ellis,5594,unprotected,,2993,42446962,25,14,0,10,15,0,0,7
43356323,The Banquet of Cleopatra,58161,unprotected,,4185,57948868,25,14,0,199,15,0,0,7
50140772,International Molecular Exchange Consortium,3473,unprotected,,5245,50140772,25,14,0,11,15,0,0,7
24674516,Church of Scientology v. Sweden,17453,unprotected,,2213,24674516,25,14,0,70,16,0,0,7
27421348,Galion Municipal Airport,10844,unprotected,,3207,27421348,25,14,0,28,16,0,0,7
44799383,Insurance agents and brokers in Iran,4195,unprotected,,43,44799383,25,14,0,6,16,0,0,7
47316938,Australian Trade Union Archives,7132,unprotected,,1843,47316938,25,14,0,12,16,0,0,7
1975585,David Ogilvie,5883,unprotected,,288,1975585,25,14,2,20,16,0,0,7
2456429,Octafluoropropane (data page),4548,unprotected,,4830,2456429,25,14,1,17,16,0,0,7
2474277,Belly dancer (disambiguation),13111,unprotected,,347,2474277,25,14,2,80,16,0,0,7
9083688,Conscript (disambiguation),11594,unprotected,,521,9083688,25,14,0,56,16,0,0,7
13799803,Lassan,5410,unprotected,,266,13799803,25,14,1,17,16,0,0,7
14614985,Don McKinnon (disambiguation),2479,unprotected,,478,14614985,25,14,0,8,16,0,0,7
15800378,Erith (disambiguation),3038,unprotected,,707,15800378,25,14,0,7,16,0,0,7
17061731,Manor Farm,19554,unprotected,,729,17061731,25,14,2,94,16,0,0,7
17438575,Emperor of Dreams: A Clark Ashton Smith Bibliography,6934,unprotected,,2200,17438575,25,14,0,8,16,0,0,7
19123416,Valea Mare River (Aiud),3867,unprotected,,26,19123416,25,14,0,1,16,0,0,7
21136493,Ray Walker,7107,unprotected,,433,21136493,25,14,4,29,16,0,0,7
23617775,Persistent poverty county,29521,unprotected,,2792,23617775,25,14,3,312,16,0,0,7
24503387,Sabb,18932,unprotected,,529,24503387,25,14,2,71,16,0,0,7
33320243,Alcimachus of Apollonia,8093,unprotected,,4422,33320243,25,14,0,48,16,0,0,7
37026629,Tochifuji Katsutake,4375,unprotected,,5440,37026629,25,14,1,7,16,0,0,7
37036910,Yuejiang Lou,5572,unprotected,,153,37036910,25,14,0,0,16,0,0,7
38390046,Cholest-4-en-3-one 26-monooxygenase,4752,unprotected,,2728,38390046,25,14,6,17,16,0,0,7
43879709,Gord Barwell,6623,unprotected,,2231,43879709,25,14,0,66,16,0,0,7
44155854,Burrows Burdick,4431,unprotected,,3970,44155854,25,14,0,7,16,0,0,7
45038067,Balmer jump,25750,unprotected,,4170,45038067,25,14,1,271,16,0,0,7
48160061,Unbalanced circuit,18283,unprotected,,3547,48160061,25,14,0,110,16,0,0,7
9917147,Lamin B2,15796,unprotected,,5794,9917147,25,14,3,56,17,0,0,7
47138384,Bridgewater Jerry,15535,unprotected,,1590,47138384,25,14,0,130,17,0,0,7
3026923,Otterburn,7011,unprotected,,532,3026923,25,14,1,54,17,0,0,7
6369114,Peter O'Brian,3047,unprotected,,237,6369114,25,14,2,15,17,0,0,7
6736745,Bogdana,5741,unprotected,,908,6736745,25,14,2,21,17,0,0,7
8404299,Bobby Rowe,9536,unprotected,,653,8404299,25,14,2,81,17,0,0,7
9174816,Ponta Varandinha,3723,unprotected,,1567,9174816,25,14,2,7,17,0,0,7
11723754,William Graves,6413,unprotected,,761,11723754,25,14,2,27,17,0,0,7
15129462,Paul Day,7263,unprotected,,323,15129462,25,14,2,24,17,0,0,7
21928707,Area 20,3480,unprotected,,412,21928707,25,14,0,56,17,0,0,7
22787622,Chemotactic drug-targeting,5499,unprotected,,1665,22787622,25,14,0,8,17,0,0,7
23430330,Virtual minefield,4386,unprotected,,2340,23430330,25,14,0,15,17,0,0,7
37213999,1917 Club,13712,unprotected,,3427,37213999,25,14,0,111,17,0,0,7
39238018,East Asian literature,51991,unprotected,,280,39238018,25,14,0,219,17,0,0,7
43432779,Gymnastics at the 1986 Asian Games,6268,unprotected,,6379,43432779,25,14,0,89,17,0,0,7
2297903,Wauchope,8194,unprotected,,1153,2297903,25,14,7,62,18,0,0,7
12131053,Archibald Currie (Canadian politician),3964,unprotected,,2091,12131053,25,14,1,5,18,0,0,7
13626384,Pseudo-modal energies,5196,unprotected,,545,13626384,25,14,0,8,18,0,0,7
43468338,Foothills School Division No. 38,11760,unprotected,,1165,43468338,25,14,0,46,18,0,0,7
4630554,KCH,12706,unprotected,,328,4630554,25,14,2,19,18,0,0,7
7409309,Chella,12358,unprotected,,792,7409309,25,14,1,40,18,0,0,7
8117670,South Texas Historical Association,6426,unprotected,,1533,8117670,25,14,0,12,18,0,0,7
9268139,Lisu,11763,unprotected,,417,9268139,25,14,4,55,18,0,0,7
14045860,Orcinol 2-monooxygenase,4905,unprotected,,1972,14045860,25,14,2,8,18,0,0,7
16672774,James I. Langtry,2446,unprotected,,1123,16672774,25,14,0,7,18,0,0,7
16771457,TCP Friendly Rate Control,18279,unprotected,,1263,16771457,25,14,1,64,18,0,0,7
22326355,James Chesson,8862,unprotected,,1183,22326355,25,14,1,54,18,0,0,7
26184972,Poul Petersen,2772,unprotected,,769,26184972,25,14,1,10,18,0,0,7
27645500,List of sailors at the Summer Olympics: V,687,unprotected,,53,27645500,25,14,0,0,18,0,0,7
29219059,Infinite-axis telescope,10684,unprotected,,3194,29219059,25,14,0,96,18,0,0,7
41353179,Billboard Music Award for Digital Song of the Year,2236,unprotected,,56,41353179,25,14,0,0,18,0,0,7
41559847,Glass Soup,7871,unprotected,,1415,41559847,25,14,0,38,18,0,0,7
44218632,Ali Jerbi,5491,unprotected,,3344,44218632,25,14,0,17,18,0,0,7
45487951,The Last Innocent Man,23142,unprotected,,3196,45487951,25,14,0,145,18,0,0,7
47581072,Palembang Water Tower,4253,unprotected,,1417,47581072,25,14,3,7,18,0,0,7
48128792,Great Smoky Mountains Study,11693,unprotected,,2282,48128792,25,14,0,40,18,0,0,7
4765753,Pronephric duct,20865,unprotected,,1436,4765753,25,14,2,65,19,0,0,7
18925631,Wheelchair racing at the Olympics,14421,unprotected,,10355,18925631,25,14,3,799,19,0,0,7
22374185,Mutual Blackbird,6150,unprotected,,3542,22374185,25,14,0,23,19,0,0,7
29206249,Justice Burke,2851,unprotected,,1130,29206249,25,14,1,5,19,0,0,7
3794087,EGABTR,9554,unprotected,,4321,3794087,25,14,0,50,19,0,0,7
4532252,"List of Statutory Instruments of the Welsh Assembly, 2005",7535,unprotected,,63283,4532252,25,14,0,4,19,0,0,7
14831279,Runcu River (Jiu),3199,unprotected,,25,14831279,25,14,0,0,19,0,0,7
17331040,List of number-one singles of 1955 (France),13332,unprotected,,1788,17331040,25,14,2,64,19,0,0,7
21831497,William Hutton,7636,unprotected,,1160,21831497,25,14,2,30,19,0,0,7
25352349,Huntington MS 20,4750,unprotected,,2618,25352349,25,14,0,7,19,0,0,7
30714773,UKHot40,12037,unprotected,,1688,30714773,25,14,1,41,19,0,0,7
38101136,Russian ship of the line Gangut (1825),11568,unprotected,,7186,38101136,25,14,1,101,19,0,0,7
45419338,Short of Popular,6408,unprotected,,172,45419338,25,14,0,29,19,0,0,7
12592055,Wayne's World (disambiguation),6859,unprotected,,1219,12592055,25,14,0,33,20,0,0,7
19057772,2006 Kyrgyzstan League,5968,unprotected,,3218,19057772,25,14,1,10,20,0,0,7
36549215,El Deber,37140,unprotected,,986,36549215,25,14,1,642,20,0,0,7
42833641,Yusuf Cassim,23207,unprotected,,2235,42833641,25,14,0,225,20,0,0,7
1854054,Little Spider,14485,unprotected,,2024,1854054,25,14,0,117,20,0,0,7
4347008,Alberdi,3375,unprotected,,356,4347008,25,14,0,18,20,0,0,7
8942272,Horizontal resistance,42934,unprotected,,2405,8942272,25,14,1,237,20,0,0,7
13900702,Lactaldehyde reductase (NADPH),5443,unprotected,,1832,13900702,25,14,2,16,20,0,0,7
21571924,CCAP,16334,unprotected,,415,21571924,25,14,0,58,20,0,0,7
27015870,Cunningham function,7053,unprotected,,2167,27015870,25,14,2,18,20,0,0,7
30672211,2011 Valle d'Aosta Open,3192,unprotected,,2608,30672211,25,14,0,6,20,0,0,7
36931916,A Day with Dana,9609,unprotected,,1974,36931916,25,14,0,23,20,0,0,7
38802550,Abul Qasim Gurgani,9078,unprotected,,1221,38802550,25,14,0,55,20,0,0,7
42498165,Kaliningrad Regional Committee of the Communist Party of the Soviet Union,3313,unprotected,,1924,42498165,25,14,1,11,20,0,0,7
49864526,IPC Athletic Asia-Oceania Championship 2016,2206,unprotected,,3176,49864526,25,14,0,2,20,0,0,7
11964803,Rainbow Falls (Rutherford County),13383,unprotected,,2351,11964803,25,14,0,73,21,0,0,7
11969873,William Dunbar (disambiguation),3489,unprotected,,1069,11969873,25,14,0,22,21,0,0,7
15884252,Ilova River (Timiș),3109,unprotected,,28,15884252,25,14,0,0,21,0,0,7
833801,Professor of Zoology (Cambridge),4549,unprotected,,1329,833801,25,14,2,26,21,0,0,7
4223977,1980 Palanca Awards,11184,unprotected,,3446,4223977,25,14,0,16,21,0,0,7
4426528,Sudbury Wolves (disambiguation),2683,unprotected,,269,4426528,25,14,0,2,21,0,0,7
5751156,Briley,4993,unprotected,,535,5751156,25,14,3,20,21,0,0,7
7955601,Ubirajara (novel),9911,unprotected,,780,7955601,25,14,0,43,21,0,0,7
11099020,Richard Richardson (Canadian politician),6723,unprotected,,1671,11099020,25,14,0,3,21,0,0,7
19725235,Aleksandr Kharitonov,2609,unprotected,,373,19725235,25,14,4,5,21,0,0,7
27117348,Michael Christensen,6229,unprotected,,561,27117348,25,14,2,25,21,0,0,7
31843496,Bombing of Chiba in World War II,11439,unprotected,,6510,31843496,25,14,0,121,21,0,0,7
33793680,The White Wolf,6663,unprotected,,24,33793680,25,14,0,8,21,0,0,7
49979265,Hol-Tox family,4254,unprotected,,3352,49979265,25,14,0,8,21,0,0,7
2430557,Six Points,9127,unprotected,,445,2430557,25,14,2,28,22,0,0,7
6226645,Alaska Board of Nursing,5356,unprotected,,614,6226645,25,14,1,5,22,0,0,7
6820199,Encounters (anthology),4430,unprotected,,2145,6820199,25,14,0,4,22,0,0,7
22836451,Sopwith Grasshopper,14292,unprotected,,2955,22836451,25,14,0,93,22,0,0,7
3650941,S phase index,4410,unprotected,,836,3650941,25,14,1,7,22,0,0,7
4977977,Cordis,10249,unprotected,,432,4977977,25,14,2,78,22,0,0,7
5176335,Uolevi Raade,5724,unprotected,,2308,5176335,25,14,0,32,22,0,0,7
10335009,Bowser Manufacturing,21166,unprotected,,10986,10335009,25,14,0,138,22,0,0,7
15595034,Daniel Harvey,5544,unprotected,,704,15595034,25,14,4,28,22,0,0,7
20089405,Metabolic advantage,12023,unprotected,,67,20089405,25,14,0,5,22,0,0,7
20931503,"National Register of Historic Places listings in Hardee County, Florida",14279,unprotected,,2628,20931503,25,14,1,21,22,0,0,7
21502956,"Murphy Cove, Nova Scotia",7181,unprotected,,1820,21502956,25,14,0,43,22,0,0,7
