page_id,page_title,view_count,protection_level,protection_expiry,page_length,number_page_watchers,number_page_watchers_recent_edits,number_of_redirects,page_views_past_30days,total_edits,recent_number_of_edits,number_distinct_authors,number_categories,protection_expiry,protection_expiry_date,protection_expiry_time,protection_duration_days,timestamp,protection_expiry_flag
31365752,John Barilaro,181189,autoconfirmed,,8724,Fewer than 30 watchers,,2,4774,302,0,0,4,infinity,infinity,31-12-9999,, 2021-08-20,1
31388580,Meek Mill,11480604,autoconfirmed,,72,Fewer than 30 watchers,,0,2,1,0,0,3,infinity,infinity,31-12-9999,, 2021-08-20,1
31428599,English New Zealander,4020,autoconfirmed,,73079,34,15,43,5722,1680,45,14,23,infinity,infinity,31-12-9999,, 2021-08-20,1
31430611,Jessie (2011 TV series),2549744,autoconfirmed,,75146,898,19,22,23872,12524,2,1,14,infinity,infinity,31-12-9999,, 2021-08-20,1
31452088,Fiverr,1918631,autoconfirmed,,15659,115,8,16,9711,1781,1,1,10,infinity,infinity,31-12-9999,, 2021-08-20,1
31456163,Lady Lake (album),9822,autoconfirmed,,74549,60,12,10,13443,5725,8,8,14,infinity,infinity,31-12-9999,, 2021-08-20,1
31473425,Clothing in ancient Egypt,883909,autoconfirmed,,137509,287,30,23,49774,4314,3,3,15,infinity,infinity,31-12-9999,, 2021-08-20,1
31481486,Harry Maguire,5080210,autoconfirmed,,54,42,6,0,0,1,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
31482897,Islam and slavery,47920,autoconfirmed,,77813,40,5,1,88600,2774,6,3,6,infinity,infinity,31-12-9999,, 2021-08-20,1
31489577,ACE Flight 22,1920,sysop,,22,Fewer than 30 watchers,,0,0,6,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
31498709,Matt Ward (game designer),60874,autoconfirmed,,10625,Fewer than 30 watchers,,1,532,144,0,0,7,infinity,infinity,31-12-9999,, 2021-08-20,1
31499882,Maria Riesch,24060,autoconfirmed,,45233,281,24,8,40280,3818,0,0,25,infinity,infinity,31-12-9999,, 2021-08-20,1
31520147,Kryz Reid,11811,sysop,,50,Fewer than 30 watchers,,0,870,32,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
31521574,Magical Magyars,54989,sysop,,81,Fewer than 30 watchers,,0,1,28,0,0,4,infinity,infinity,31-12-9999,, 2021-08-20,1
31540525,Dhedh,50259,extendedconfirmed,,25824,60,14,2,555,257,0,0,3,infinity,infinity,31-12-9999,, 2021-08-20,1
31553845,Lil Twist,722926,autoconfirmed,,180727,134,15,7,215991,6181,6,4,13,infinity,infinity,31-12-9999,, 2021-08-20,1
31570918,List of the 100 largest metropolitan areas in Canada,673226,autoconfirmed,,34084,264,33,23,59821,9146,10,5,13,infinity,infinity,31-12-9999,, 2021-08-20,1
31583446,List of bicontinental countries,381,autoconfirmed,,112,Fewer than 30 watchers,,0,0,14,0,0,5,infinity,infinity,31-12-9999,, 2021-08-20,1
31588496,Department (film),454731,autoconfirmed,,31684,155,27,7,38426,1793,7,7,12,infinity,infinity,31-12-9999,, 2021-08-20,1
31591547,Instagram,27031313,autoconfirmed,,25168,273,17,20,49659,3552,1,1,8,infinity,infinity,31-12-9999,, 2021-08-20,1
31597629,List of oldest people in the world,3516,autoconfirmed,,59,Fewer than 30 watchers,,0,31,2,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
31610262,Kolkata Derby,326794,autoconfirmed,,202450,245,59,13,72519,3424,36,12,28,infinity,infinity,31-12-9999,, 2021-08-20,1
31627026,List of presidents of the United States by previous experience,1843725,autoconfirmed,,22100,86,23,27,26624,769,3,2,16,infinity,infinity,31-12-9999,, 2021-08-20,1
31632941,List of countries spanning more than one continent,63343,autoconfirmed,,33033,137,15,15,45865,1675,2,2,18,infinity,infinity,31-12-9999,, 2021-08-20,1
31641506,Cambodian Navy SEALs,16973,autoconfirmed,,13271,139,23,2,12030,817,0,0,9,infinity,infinity,31-12-9999,, 2021-08-20,1
31664793,Iranian Azaris,1118,sysop,,92,Fewer than 30 watchers,,0,1,3,0,0,3,infinity,infinity,31-12-9999,, 2021-08-20,1
31681021,Corneliu Chisu,26864,autoconfirmed,,124,Fewer than 30 watchers,,0,41,6,0,0,3,infinity,infinity,31-12-9999,, 2021-08-20,1
31686088,Dotard,35053,autoconfirmed,,88871,276,7,13,20957,2897,8,2,17,infinity,infinity,31-12-9999,, 2021-08-20,1
31736262,Little Bad Girl,402956,autoconfirmed,,94,107,23,0,1251,1,0,0,3,infinity,infinity,31-12-9999,, 2021-08-20,1
31740642,Lehava,166341,extendedconfirmed,,21372,59,18,7,1953,715,1,1,8,infinity,infinity,31-12-9999,, 2021-08-20,1
31747861,Are You Ready (Hannah Montana song),2394,sysop,,30,Fewer than 30 watchers,,0,1,3,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
31749198,List of massacres in Poland,70253,extendedconfirmed,,63750,Fewer than 30 watchers,,4,41,310,0,0,13,infinity,infinity,31-12-9999,, 2021-08-20,1
31752781,Destroyed,24077,autoconfirmed,,7867,Fewer than 30 watchers,,1,519,168,0,0,4,infinity,infinity,31-12-9999,, 2021-08-20,1
31759631,List of massacres in India,917510,autoconfirmed,,14314,68,12,3,36768,7730,14,5,4,infinity,infinity,31-12-9999,, 2021-08-20,1
31770104,Franklin child prostitution ring allegations,1467164,autoconfirmed,,40,Fewer than 30 watchers,,0,0,15,0,0,2,infinity,infinity,31-12-9999,, 2021-08-20,1
31778235,Ezra Miller,13658419,autoconfirmed,,40001,294,27,5,197119,4467,2,2,25,infinity,infinity,31-12-9999,, 2021-08-20,1
31795249,Grand Theft Auto V,16068659,autoconfirmed,,68274,76,3,4,29608,2389,0,0,9,infinity,infinity,31-12-9999,, 2021-08-20,1
31799322,List of mass executions and massacres in Yugoslavia during World War II,68032,autoconfirmed,,140131,47,17,75,32282,1811,0,0,7,infinity,infinity,31-12-9999,, 2021-08-20,1
31819800,India as a rising superpower,13224,sysop,,29,Fewer than 30 watchers,,0,2,46,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
31830032,Kunda Tom,4446,autoconfirmed,,138,165,4,0,6,6,0,0,5,infinity,infinity,31-12-9999,, 2021-08-20,1
31830048,List of So Random! episodes,40069,autoconfirmed,,31,39,2,0,0,14,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
31848692,MILF (disambiguation),84627,autoconfirmed,,51,Fewer than 30 watchers,,0,158,50,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
31851651,Dukedom of San Donato,1550,autoconfirmed,,17315,44,9,9,3457,315,0,0,10,infinity,infinity,31-12-9999,, 2021-08-20,1
31858060,2011 MotoGP Season,504,sysop,,44,Fewer than 30 watchers,,0,482,5,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
31883841,F.C. Steaua Bucureşti,1055,autoconfirmed,,12551,Fewer than 30 watchers,,1,1209,298,0,0,9,infinity,infinity,31-12-9999,, 2021-08-20,1
31892380,List of countries by past and projected GDP (PPP),779543,autoconfirmed,,96,113,4,0,52,2947,0,0,4,infinity,infinity,31-12-9999,, 2021-08-20,1
31892401,List of countries by past and projected GDP (PPP) per capita,854256,autoconfirmed,,126540,308,27,21,60790,6880,16,5,25,infinity,infinity,31-12-9999,, 2021-08-20,1
31915876,Death Generals,909,sysop,,27,Fewer than 30 watchers,,0,3,38,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
31925830,Duchy of San Donato,325,autoconfirmed,,27855,60,14,3,87796,804,3,3,8,infinity,infinity,31-12-9999,, 2021-08-20,1
31941010,Chris Webb,11810,autoconfirmed,,21271,Fewer than 30 watchers,,0,5665,251,1,1,10,infinity,infinity,31-12-9999,, 2021-08-20,1
31950136,Katiyar,65570,autoconfirmed,,41,Fewer than 30 watchers,,0,0,5,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
31966269,LulzSec,1011325,autoconfirmed,,324762,420,18,5,16014,6068,6,5,49,infinity,infinity,31-12-9999,, 2021-08-20,1
31977662,Hyderabad Campaign (1948),7767,autoconfirmed,,57458,454,17,17,129518,9136,1,1,27,infinity,infinity,31-12-9999,, 2021-08-20,1
31982098,Espanola Valley High School,2143,autoconfirmed,,9033,Fewer than 30 watchers,,0,263,124,4,1,6,infinity,infinity,31-12-9999,, 2021-08-20,1
31985556,Israeli Bangkok Embassy hostage crisis,7077,extendedconfirmed,,14324,Fewer than 30 watchers,,0,123,128,1,1,10,infinity,infinity,31-12-9999,, 2021-08-20,1
31985921,Blue Flare,2058,sysop,,58,Fewer than 30 watchers,,0,9,6,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
31990910,House of Cool,28050,autoconfirmed,,18969,356,49,11,35435,2763,5,1,9,infinity,infinity,31-12-9999,, 2021-08-20,1
31995648,Indian National Congress (I),36445,autoconfirmed,,122,73,50,0,0,10,0,0,5,infinity,infinity,31-12-9999,, 2021-08-20,1
31997066,List of The Walking Dead (TV series) characters,3754359,autoconfirmed,,285866,1582,129,36,419645,16211,90,28,48,infinity,infinity,31-12-9999,, 2021-08-20,1
32010836,Dylan O'Brien,14369842,autoconfirmed,,62998,603,56,9,45907,5911,4,2,27,infinity,infinity,31-12-9999,, 2021-08-20,1
32015749,Bagra Army,1701,sysop,,27,Fewer than 30 watchers,,0,185,1,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
32016830,Façonnable,101009,autoconfirmed,,44787,Fewer than 30 watchers,,1,1513,208,0,0,5,infinity,infinity,31-12-9999,, 2021-08-20,1
32018562,Ghislaine Maxwell,12207406,autoconfirmed,,10994,30,2,0,443,607,1,1,7,infinity,infinity,31-12-9999,, 2021-08-20,1
32036977,"Edison ""Edson"" Arantes do Nascimento",528,autoconfirmed,,29438,43,11,3,120635,344,0,0,5,infinity,infinity,31-12-9999,, 2021-08-20,1
32040086,Miss Tanzania,77957,autoconfirmed,,38597,Fewer than 30 watchers,,4,1654,2125,1,1,5,infinity,infinity,31-12-9999,, 2021-08-20,1
32041594,Cutemon,1414,sysop,,36,Fewer than 30 watchers,,0,16,117,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
32042509,Lisa Matassa,23084,autoconfirmed,,27634,134,9,1,23405,1043,1,1,22,infinity,infinity,31-12-9999,, 2021-08-20,1
32052372,DJX,3658,autoconfirmed,,3095,Fewer than 30 watchers,,2,153,86,0,0,9,infinity,infinity,31-12-9999,, 2021-08-20,1
32060208,John Boyega,8646760,autoconfirmed,,105,Fewer than 30 watchers,,0,138,3,0,0,5,infinity,infinity,31-12-9999,, 2021-08-20,1
32089745,Kind Space,7805,autoconfirmed,,7014,Fewer than 30 watchers,,0,306,113,0,0,5,infinity,infinity,31-12-9999,, 2021-08-20,1
32102028,James Dacre,44978,autoconfirmed,,6093,Fewer than 30 watchers,,0,16,29,0,0,10,infinity,infinity,31-12-9999,, 2021-08-20,1
32125167,List of Wikipedia mobile applications,3346526,autoconfirmed,,40,Fewer than 30 watchers,,0,4,11,0,0,2,infinity,infinity,31-12-9999,, 2021-08-20,1
32132248,John Pham,18800,autoconfirmed,,18644,35,7,3,3593,658,1,1,9,infinity,infinity,31-12-9999,, 2021-08-20,1
32147782,List of Monster High characters,827932,autoconfirmed,,3052,Fewer than 30 watchers,,1,744,101,0,0,4,infinity,infinity,31-12-9999,, 2021-08-20,1
32167382,Great Offensive,121213,autoconfirmed,,3468,Fewer than 30 watchers,,2,10,30,0,0,7,infinity,infinity,31-12-9999,, 2021-08-20,1
32193430,List of Jewish ghettos in German-occupied Poland,1377,extendedconfirmed,,60255,387,50,15,15420,2336,4,4,16,infinity,infinity,31-12-9999,, 2021-08-20,1
32201749,List of DreamWorks Animation films,4834,sysop,,122,Fewer than 30 watchers,,0,201,1883,0,0,7,infinity,infinity,31-12-9999,, 2021-08-20,1
32211350,Gewis,8688,sysop,,27,Fewer than 30 watchers,,0,12,30,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
32219056,Central York High School,21530,autoconfirmed,,2937,Fewer than 30 watchers,,2,295,63,0,0,6,infinity,infinity,31-12-9999,, 2021-08-20,1
32220494,Murica,26131,autoconfirmed,,41195,48,7,1,2866,2304,5,4,6,infinity,infinity,31-12-9999,, 2021-08-20,1
32241979,Chak 44/12.L,,autoconfirmed,,199148,1089,33,85,40210,13182,2,2,22,infinity,infinity,31-12-9999,, 2021-08-20,1
32252334,Lily Cooper,1048,autoconfirmed,,25,126,126,0,312,2,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
32276986,"Espanola, New Mexico",23336,autoconfirmed,,49466,30,5,2,7163,2649,2,2,8,infinity,infinity,31-12-9999,, 2021-08-20,1
32291112,List of My Little Pony: Friendship Is Magic characters,1791831,autoconfirmed,,31,Fewer than 30 watchers,,0,30,25,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
32293372,Classes in World of Warcraft,5920,sysop,,77,Fewer than 30 watchers,,0,0,5,0,0,2,infinity,infinity,31-12-9999,, 2021-08-20,1
32312591,Irish International University,4773,sysop,,19,Fewer than 30 watchers,,0,29,3,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
32346616,Comparison of YouTube downloaders,574258,autoconfirmed,,10488,50,9,2,20655,548,1,1,9,infinity,infinity,31-12-9999,, 2021-08-20,1
32349599,Blinky Bill's Extraordinary Excursion,4931,sysop,,26,Fewer than 30 watchers,,0,0,3,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
32349618,Blinky Bill’s Extraordinary Balloon Adventure,4098,sysop,,45,Fewer than 30 watchers,,0,47,3,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
32358858,Cyberbully (2011 film),763872,autoconfirmed,,71,Fewer than 30 watchers,,0,34,18,0,0,2,infinity,infinity,31-12-9999,, 2021-08-20,1
32359767,International recognition of Israel,1451463,extendedconfirmed,,27294,300,39,27,16812,1679,11,3,18,infinity,infinity,31-12-9999,, 2021-08-20,1
32363370,Jewish views on Muhammad,6597,autoconfirmed,,114,Fewer than 30 watchers,,0,1152,14,0,0,3,infinity,infinity,31-12-9999,, 2021-08-20,1
32368615,How We Roll (Loick Essien song),17875,autoconfirmed,,56473,110,16,12,13466,2471,3,2,34,infinity,infinity,31-12-9999,, 2021-08-20,1
32387701,Joseph Smith,5860760,autoconfirmed,,47374,316,27,17,29778,3555,4,3,19,infinity,infinity,31-12-9999,, 2021-08-20,1
32391429,Miss USA 2012,172989,autoconfirmed,,7864,Fewer than 30 watchers,,0,81,50,0,0,3,infinity,infinity,31-12-9999,, 2021-08-20,1
32398730,Harry Handelsman,26486,autoconfirmed,,38,Fewer than 30 watchers,,0,46,5,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
32404047,FIFA Men's World Cup,9037,autoconfirmed,,50647,177,26,6,49535,4602,4,2,14,infinity,infinity,31-12-9999,, 2021-08-20,1
32428010,Ivete Sangalo discography,26148,autoconfirmed,,269755,363,104,21,45661,6122,19,11,20,infinity,infinity,31-12-9999,, 2021-08-20,1
32429570,Merchant republic,38534,sysop,,26,Fewer than 30 watchers,,0,1,2,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
32435876,MAD (Cartoon Network series),1355,autoconfirmed,,99848,Fewer than 30 watchers,,1,1533,524,13,2,28,infinity,infinity,31-12-9999,, 2021-08-20,1
32445514,Jannik Vestergaard,584725,autoconfirmed,,158613,623,99,49,262481,6004,18,11,17,infinity,infinity,31-12-9999,, 2021-08-20,1
32455659,Michael S. Smith II,34696,extendedconfirmed,,5707,Fewer than 30 watchers,,1,182,125,0,0,5,infinity,infinity,31-12-9999,, 2021-08-20,1
32456835,Legal system of Saudi Arabia,759777,autoconfirmed,,76436,340,44,7,253617,4146,8,7,17,infinity,infinity,31-12-9999,, 2021-08-20,1
32468604,Krrish 3,2951136,autoconfirmed,,71,Fewer than 30 watchers,,0,41,106,0,0,2,infinity,infinity,31-12-9999,, 2021-08-20,1
32468689,José Altuve,3455486,autoconfirmed,,3928,Fewer than 30 watchers,,0,87,56,0,0,12,infinity,infinity,31-12-9999,, 2021-08-20,1
32492747,Cyberbullying,3751869,autoconfirmed,,78016,391,43,24,55375,7194,7,5,11,infinity,infinity,31-12-9999,, 2021-08-20,1
32509456,List of Detective Conan films,1561,autoconfirmed,,127515,450,18,11,161379,7169,1,1,18,infinity,infinity,31-12-9999,, 2021-08-20,1
32534628,Gary Barlow discography,123961,autoconfirmed,,10613,Fewer than 30 watchers,,1,450,142,0,0,6,infinity,infinity,31-12-9999,, 2021-08-20,1
32542946,Barry Hinckley,8320,sysop,,79,Fewer than 30 watchers,,0,1,5,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
32551756,Brooke Valentine discography,27406,extendedconfirmed,,22147,Fewer than 30 watchers,,5,975,455,0,0,5,infinity,infinity,31-12-9999,, 2021-08-20,1
32608642,Maria Skłodowska–Curie,883,autoconfirmed,,23012,35,5,4,769,645,1,1,14,infinity,infinity,31-12-9999,, 2021-08-20,1
32686007,Chili burger,111396,autoconfirmed,,65055,210,16,11,124488,5675,4,2,25,infinity,infinity,31-12-9999,, 2021-08-20,1
32688896,Insanity Workout,28128,autoconfirmed,,23509,130,9,15,16275,1876,1,1,15,infinity,infinity,31-12-9999,, 2021-08-20,1
32698905,Gaalball,899,sysop,,58,Fewer than 30 watchers,,0,10,8,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
32720869,Anita Sarkeesian,2106305,extendedconfirmed,,5865,48,13,3,388,146,1,1,3,infinity,infinity,31-12-9999,, 2021-08-20,1
32724949,2002 Rishon LeZion bombing,18722,extendedconfirmed,,75962,390,38,28,70210,5470,6,5,23,infinity,infinity,31-12-9999,, 2021-08-20,1
32725704,Counter-Strike: Global Offensive,3312783,autoconfirmed,,25,Fewer than 30 watchers,,0,4,6,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
32732196,Meesha Shafi,852377,autoconfirmed,,2783,Fewer than 30 watchers,,0,81,19,0,0,3,infinity,infinity,31-12-9999,, 2021-08-20,1
32755936,Michael Phelps Foundation,4589,sysop,,38,Fewer than 30 watchers,,0,1,3,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
32786931,2011 southern Israel cross-border attacks,85379,extendedconfirmed,,39,Fewer than 30 watchers,,0,459,2,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
32805324,Hermione (given name),142597,autoconfirmed,,16693,Fewer than 30 watchers,,2,164,324,0,0,10,infinity,infinity,31-12-9999,, 2021-08-20,1
32807469,Manish Sisodia,762846,autoconfirmed,,71511,336,84,43,190453,12157,73,15,15,infinity,infinity,31-12-9999,, 2021-08-20,1
32812266,Joe Lycett,2578485,autoconfirmed,,99061,968,67,12,119116,6843,13,8,58,infinity,infinity,31-12-9999,, 2021-08-20,1
32816533,2002 Immanuel bus attack,11873,extendedconfirmed,,235323,827,67,50,211977,7398,10,8,47,infinity,infinity,31-12-9999,, 2021-08-20,1
32817449,Hurricane Irene,1175202,autoconfirmed,,24,Fewer than 30 watchers,,0,1,4,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
32821027,Győri E.T.O. F.C.,1651,sysop,,64,Fewer than 30 watchers,,0,0,32,0,0,4,infinity,infinity,31-12-9999,, 2021-08-20,1
32838531,East Azarbaijan Province,11931,autoconfirmed,,42524,308,15,26,76301,5395,2,2,20,infinity,infinity,31-12-9999,, 2021-08-20,1
32840184,Beersheba bus bombings,24497,extendedconfirmed,,7778,57,4,3,299,250,1,1,9,infinity,infinity,31-12-9999,, 2021-08-20,1
32844749,Fortune (Chris Brown album),537750,autoconfirmed,,47,Fewer than 30 watchers,,0,9,1,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
32849292,Allenby Street bus bombing,21293,extendedconfirmed,,63,Fewer than 30 watchers,,0,0,3,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
32860426,Christian Council of Korea,21599,autoconfirmed,,96787,129,11,5,72553,5447,2,2,20,infinity,infinity,31-12-9999,, 2021-08-20,1
32871852,2003 French Hill suicide bombings,11353,extendedconfirmed,,65057,398,38,11,75889,3689,1,1,26,infinity,infinity,31-12-9999,, 2021-08-20,1
32881751,Curren$y,410271,sysop,,34,Fewer than 30 watchers,,0,10,2,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
32913003,FC Steaua Bucureşti,92500,autoconfirmed,,15980,64,10,2,2747,1003,0,0,10,infinity,infinity,31-12-9999,, 2021-08-20,1
32918714,2011 Tel Aviv nightclub attack,34639,extendedconfirmed,,43600,93,8,9,89668,1742,0,0,17,infinity,infinity,31-12-9999,, 2021-08-20,1
32928677,Dan Choi,88731,autoconfirmed,,56178,111,16,5,31736,1387,5,3,9,infinity,infinity,31-12-9999,, 2021-08-20,1
32938591,2001 Netanya bombing,15772,extendedconfirmed,,48,Fewer than 30 watchers,,0,12,2,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
32940179,2004 Erez Crossing bombing,14481,extendedconfirmed,,34,Fewer than 30 watchers,,0,94,23,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
32947700,MeYou Health,1134,sysop,,61,Fewer than 30 watchers,,0,41,19,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
32957789,Luke Hobbs,199931,autoconfirmed,,16218,181,17,11,20599,1413,12,6,13,infinity,infinity,31-12-9999,, 2021-08-20,1
32970314,List of Marvel Comics superhero debuts,905821,autoconfirmed,,41,52,15,0,2546,6,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
32971702,Jon Beavers,26729,autoconfirmed,,30,Fewer than 30 watchers,,0,53,203,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
32980013,List of presidents of Myanmar,79654,autoconfirmed,,42488,Fewer than 30 watchers,,13,1122,1566,0,0,5,infinity,infinity,31-12-9999,, 2021-08-20,1
32997698,Michael Jackson Death Hoax,908,sysop,,70,Fewer than 30 watchers,,0,1,5,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
33009229,Achille Lauro hijacking,562536,extendedconfirmed,,59060,66,9,7,487,532,0,0,11,infinity,infinity,31-12-9999,, 2021-08-20,1
33019425,Johannes von Rönge,957,sysop,,60,Fewer than 30 watchers,,0,0,3,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
33026299,Emergency workers killed in the September 11 attacks,1574213,autoconfirmed,,48918,34,There may or may not be a watching user visiting recent edits,3,194,541,0,0,12,infinity,infinity,31-12-9999,, 2021-08-20,1
33027506,João Vale e Azevedo,36754,autoconfirmed,,103488,103,12,15,44465,7108,15,4,18,infinity,infinity,31-12-9999,, 2021-08-20,1
33051527,Cell membrane,5071222,autoconfirmed,,101,Fewer than 30 watchers,,0,496,177,0,0,5,infinity,infinity,31-12-9999,, 2021-08-20,1
33068868,Dan Bongino,3535396,autoconfirmed,,234727,451,49,29,127049,6043,9,5,21,infinity,infinity,31-12-9999,, 2021-08-20,1
33071655,List of best-selling albums worldwide,183065,autoconfirmed,,63,Fewer than 30 watchers,,0,89,9,0,0,2,infinity,infinity,31-12-9999,, 2021-08-20,1
33095095,Ed Kramer,6176,sysop,,104,Fewer than 30 watchers,,0,37,35,0,0,5,infinity,infinity,31-12-9999,, 2021-08-20,1
33101388,Akali Phula Singh,137460,extendedconfirmed,,40842,88,3,5,104,398,1,1,10,infinity,infinity,31-12-9999,, 2021-08-20,1
33101554,Jenna Marbles,4278633,autoconfirmed,,105,Fewer than 30 watchers,,0,1126,14,0,0,5,infinity,infinity,31-12-9999,, 2021-08-20,1
33114406,Fraser Committee,3231,autoconfirmed,,91,676,55,0,971,1,0,0,3,infinity,infinity,31-12-9999,, 2021-08-20,1
33118626,List of people known as the Handsome,23195,autoconfirmed,,8125,51,4,1,1938,1549,3,2,,infinity,infinity,31-12-9999,, 2021-08-20,1
33121108,Jared Delgin,3476,autoconfirmed,,125634,662,69,29,130132,6847,8,6,26,infinity,infinity,31-12-9999,, 2021-08-20,1
33171822,Grant Hodnett,13815,autoconfirmed,,107820,372,31,21,39694,6645,4,3,14,infinity,infinity,31-12-9999,, 2021-08-20,1
33177783,2006 Gaza cross-border raid,43253,extendedconfirmed,,52,124,12,0,45,1,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
33178534,List of Bubble Guppies episodes,586278,autoconfirmed,,61863,197,19,20,18765,1431,0,0,10,infinity,infinity,31-12-9999,, 2021-08-20,1
33207027,Daniel Padilla,2433385,autoconfirmed,,18,Fewer than 30 watchers,,0,367,16,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
33207790,Home on the Range (film),3383,autoconfirmed,,87,Fewer than 30 watchers,,0,1,7,0,0,2,infinity,infinity,31-12-9999,, 2021-08-20,1
33209238,Lana Del Rey,19662609,autoconfirmed,,134,Fewer than 30 watchers,,0,0,12,0,0,4,infinity,infinity,31-12-9999,, 2021-08-20,1
33221226,Cimorelli,1052058,autoconfirmed,,194843,768,83,85,21915,8483,10,7,32,infinity,infinity,31-12-9999,, 2021-08-20,1
33234830,Chris Butler (private investigator),78480,autoconfirmed,,4946,Fewer than 30 watchers,,0,177,306,0,0,12,infinity,infinity,31-12-9999,, 2021-08-20,1
33243209,Heta (letter),16790,autoconfirmed,,242318,2304,113,90,560167,21218,52,18,47,infinity,infinity,31-12-9999,, 2021-08-20,1
33274513,Hero (singer),14158,autoconfirmed,,230836,1603,116,58,541613,19318,15,10,53,infinity,infinity,31-12-9999,, 2021-08-20,1
33283333,McDouble,62153,autoconfirmed,,30904,50,5,18,2126,1800,0,0,8,infinity,infinity,31-12-9999,, 2021-08-20,1
33304644,IPhone 5,3971479,autoconfirmed,,17847,156,11,1,6864,2316,2,2,9,infinity,infinity,31-12-9999,, 2021-08-20,1
33327374,List of supporting characters on South Park,53298,autoconfirmed,,3676,Fewer than 30 watchers,,1,92,35,0,0,5,infinity,infinity,31-12-9999,, 2021-08-20,1
33329655,Enneahedron,33927,autoconfirmed,,217132,50,21,17,5539,3351,82,2,22,infinity,infinity,31-12-9999,, 2021-08-20,1
33331329,Jagmeet Singh,3284517,autoconfirmed,,38893,Fewer than 30 watchers,,4,3241,2943,2,2,8,infinity,infinity,31-12-9999,, 2021-08-20,1
33353755,Khabib Nurmagomedov,24267911,autoconfirmed,,190979,1190,68,37,207124,12050,15,11,57,infinity,infinity,31-12-9999,, 2021-08-20,1
33355933,Gracia Martore,36666,autoconfirmed,,54205,52,6,1,9698,1539,0,0,11,infinity,infinity,31-12-9999,, 2021-08-20,1
33369001,Grant Gustin,6903501,autoconfirmed,,139114,271,35,51,33709,4640,2,2,41,infinity,infinity,31-12-9999,, 2021-08-20,1
33376276,History of the Israeli Air Force,94574,extendedconfirmed,,27202,Fewer than 30 watchers,,1,1017,247,0,0,4,infinity,infinity,31-12-9999,, 2021-08-20,1
33391090,List of supporting characters in South Park,327,autoconfirmed,,35692,81,5,5,23818,1359,2,2,6,infinity,infinity,31-12-9999,, 2021-08-20,1
33392795,Miss Earth Jamaica,11409,autoconfirmed,,11440,Fewer than 30 watchers,,0,850,148,1,1,6,infinity,infinity,31-12-9999,, 2021-08-20,1
33411563,Miss World Italy,30050,autoconfirmed,,9193,Fewer than 30 watchers,,0,175,80,0,0,7,infinity,infinity,31-12-9999,, 2021-08-20,1
33429619,Moira gunn,684,sysop,,56,Fewer than 30 watchers,,0,2,3,0,0,2,infinity,infinity,31-12-9999,, 2021-08-20,1
33451079,Eric Ellenbogen,28614,autoconfirmed,,175546,758,24,100,63014,8881,10,7,33,infinity,infinity,31-12-9999,, 2021-08-20,1
33477920,List of programs broadcast by Qubo,665275,autoconfirmed,,2660,Fewer than 30 watchers,,7,1244,285,0,0,,infinity,infinity,31-12-9999,, 2021-08-20,1
